Response variable,Sample core depth slice,Mean_After_control,Term_var_After_control,Value_var_After_control,SD_After_control,n_After_control,article_id,article_type_id,Trawled/untrawled,Before/After,Experimental/observational,Study type,Harmonized_study type,Location,Region,Longhurst province,Latitude_study,Longitude_study,Water depth (m),Trawling effort_numerical_harmonized,Trawling_effort_GFW,Model_Chl_bottom (mg/m3),Model_Current_velocity (m/s),Model_Dissolved_Oxygen (mol/m3), Model_NO3_bottom (mol/m3),Model_PO4_bottom (mol/m3),Model_Sal_bottom,Model_Silicate_bottom (mol/m3),Model_Temp_bottom,Model_NPP_surface (g/m3/day),dist_shore (m),Time since trawl (days),Time since first disturbance (years),Habitat type_harmonized,Seasonality_harmonized,Trawling gear type_harmonized,Historically fished,Trawling effort_categorical,Trawling effort_units_harmonized,Control_historically_trawled,Mean_After_impact,Term_var_After_impact,Value_var_After_impact,SD_After_impact,n_After_impact,Mean_Before_impact,Term_var_Before_impact,Value_var_Before_impact,SD_Before_impact,n_Before_impact,Mean_Before_control,Term_var_Before_control,Value_var_Before_control,SD_Before_control,n_Before_control
Excess Pb-210,2-3,30.12552301,SE,2.510460251,4.348244705,3,71,71,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean,Mediterranean Sea,41.84924049,3.393947619,496.4102564,,558.1116415,0.060832432,0.044897135,215.4071572,4.11574862,0.251557761,38.47096766,4.376473004,13.32423236,0.00306926,17139.64279,,,Mud,Spring,Otter Trawl,TRUE,,,0,69.66527197,SD,31.06536068,31.06536068,6,,,,,,,,,,
TOC,3-4,0.426778243,SD,,,1,71,71,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean,Mediterranean Sea,41.84924049,3.393947619,496.4102564,,558.1116415,0.060832432,0.044897135,215.4071572,4.11574862,0.251557761,38.47096766,4.376473004,13.32423236,0.00306926,17139.64279,,,Mud,Spring,Otter Trawl,TRUE,,,0,0.845188285,SD,0.146928069,0.146928069,3,,,,,,,,,,
Dry bulk density,3-4,0.621338912,SD,,,1,71,71,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean,Mediterranean Sea,41.84924049,3.393947619,496.4102564,,558.1116415,0.060832432,0.044897135,215.4071572,4.11574862,0.251557761,38.47096766,4.376473004,13.32423236,0.00306926,17139.64279,,,Mud,Spring,Otter Trawl,TRUE,,,0,1.053695955,SD,0.249132643,0.249132643,3,,,,,,,,,,
Excess Pb-210,3-4,27.61506276,SE,2.510460251,4.348244705,3,71,71,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean,Mediterranean Sea,41.84924049,3.393947619,496.4102564,,558.1116415,0.060832432,0.044897135,215.4071572,4.11574862,0.251557761,38.47096766,4.376473004,13.32423236,0.00306926,17139.64279,,,Mud,Spring,Otter Trawl,TRUE,,,0,53.9748954,SD,26.62745201,26.62745201,6,,,,,,,,,,
TOC,4-5,0.487029289,SD,,,1,71,71,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean,Mediterranean Sea,41.84924049,3.393947619,496.4102564,,558.1116415,0.060832432,0.044897135,215.4071572,4.11574862,0.251557761,38.47096766,4.376473004,13.32423236,0.00306926,17139.64279,,,Mud,Spring,Otter Trawl,TRUE,,,0,0.835146444,SD,0.134194218,0.134194218,3,,,,,,,,,,
Dry bulk density,4-5,0.621338912,SD,,,1,71,71,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean,Mediterranean Sea,41.84924049,3.393947619,496.4102564,,558.1116415,0.060832432,0.044897135,215.4071572,4.11574862,0.251557761,38.47096766,4.376473004,13.32423236,0.00306926,17139.64279,,,Mud,Spring,Otter Trawl,TRUE,,,0,1.077405858,SD,0.195715742,0.195715742,3,,,,,,,,,,
Excess Pb-210,4-5,25.10460251,SE,3.765690377,6.522367058,3,71,71,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean,Mediterranean Sea,41.84924049,3.393947619,496.4102564,,558.1116415,0.060832432,0.044897135,215.4071572,4.11574862,0.251557761,38.47096766,4.376473004,13.32423236,0.00306926,17139.64279,,,Mud,Spring,Otter Trawl,TRUE,,,0,114.6443515,SD,119.6908712,119.6908712,9,,,,,,,,,,
TOC,5-6,0.50209205,SD,,,1,71,71,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean,Mediterranean Sea,41.84924049,3.393947619,496.4102564,,558.1116415,0.060832432,0.044897135,215.4071572,4.11574862,0.251557761,38.47096766,4.376473004,13.32423236,0.00306926,17139.64279,,,Mud,Spring,Otter Trawl,TRUE,,,0,0.835146444,SD,0.112308613,0.112308613,3,,,,,,,,,,
Dry bulk density,5-6,0.684100418,SD,,,1,71,71,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean,Mediterranean Sea,41.84924049,3.393947619,496.4102564,,558.1116415,0.060832432,0.044897135,215.4071572,4.11574862,0.251557761,38.47096766,4.376473004,13.32423236,0.00306926,17139.64279,,,Mud,Spring,Otter Trawl,TRUE,,,0,1.060669456,SD,0.175732218,0.175732218,3,,,,,,,,,,
TOC,6-7,0.527196653,SD,,,1,71,71,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean,Mediterranean Sea,41.84924049,3.393947619,496.4102564,,558.1116415,0.060832432,0.044897135,215.4071572,4.11574862,0.251557761,38.47096766,4.376473004,13.32423236,0.00306926,17139.64279,,,Mud,Spring,Otter Trawl,TRUE,,,0,0.855230126,SD,0.121162763,0.121162763,3,,,,,,,,,,
Dry bulk density,6-7,0.705020921,SD,,,1,71,71,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean,Mediterranean Sea,41.84924049,3.393947619,496.4102564,,558.1116415,0.060832432,0.044897135,215.4071572,4.11574862,0.251557761,38.47096766,4.376473004,13.32423236,0.00306926,17139.64279,,,Mud,Spring,Otter Trawl,TRUE,,,0,1.049511855,SD,0.15111111,0.15111111,3,,,,,,,,,,
Excess Pb-210,6-7,26.35983264,SE,1.255230126,2.174122353,3,71,71,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean,Mediterranean Sea,41.84924049,3.393947619,496.4102564,,558.1116415,0.060832432,0.044897135,215.4071572,4.11574862,0.251557761,38.47096766,4.376473004,13.32423236,0.00306926,17139.64279,,,Mud,Spring,Otter Trawl,TRUE,,,0,102.0920502,SD,124.6560015,124.6560015,9,,,,,,,,,,
TOC,7-8,0.592468619,SD,,,1,71,71,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean,Mediterranean Sea,41.84924049,3.393947619,496.4102564,,558.1116415,0.060832432,0.044897135,215.4071572,4.11574862,0.251557761,38.47096766,4.376473004,13.32423236,0.00306926,17139.64279,,,Mud,Spring,Otter Trawl,TRUE,,,0,0.840167364,SD,0.155107712,0.155107712,3,,,,,,,,,,
Dry bulk density,7-8,0.675732218,SD,,,1,71,71,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean,Mediterranean Sea,41.84924049,3.393947619,496.4102564,,558.1116415,0.060832432,0.044897135,215.4071572,4.11574862,0.251557761,38.47096766,4.376473004,13.32423236,0.00306926,17139.64279,,,Mud,Spring,Otter Trawl,TRUE,,,0,1.049511855,SD,0.172328734,0.172328734,3,,,,,,,,,,
Excess Pb-210,7-8,28.87029289,SE,3.138075314,5.435305881,3,71,71,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean,Mediterranean Sea,41.84924049,3.393947619,496.4102564,,558.1116415,0.060832432,0.044897135,215.4071572,4.11574862,0.251557761,38.47096766,4.376473004,13.32423236,0.00306926,17139.64279,,,Mud,Spring,Otter Trawl,TRUE,,,0,28.87029289,SD,0,0,6,,,,,,,,,,
TOC,8-9,0.572384937,SD,,,1,71,71,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean,Mediterranean Sea,41.84924049,3.393947619,496.4102564,,558.1116415,0.060832432,0.044897135,215.4071572,4.11574862,0.251557761,38.47096766,4.376473004,13.32423236,0.00306926,17139.64279,,,Mud,Spring,Otter Trawl,TRUE,,,0,0.816736402,SD,0.127647297,0.127647297,3,,,,,,,,,,
Dry bulk density,8-9,0.688284519,SD,,,1,71,71,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean,Mediterranean Sea,41.84924049,3.393947619,496.4102564,,558.1116415,0.060832432,0.044897135,215.4071572,4.11574862,0.251557761,38.47096766,4.376473004,13.32423236,0.00306926,17139.64279,,,Mud,Spring,Otter Trawl,TRUE,,,0,1.034170153,SD,0.182636502,0.182636502,3,,,,,,,,,,
Excess Pb-210,8-9,26.35983264,SE,2.510460251,4.348244705,3,71,71,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean,Mediterranean Sea,41.84924049,3.393947619,496.4102564,,558.1116415,0.060832432,0.044897135,215.4071572,4.11574862,0.251557761,38.47096766,4.376473004,13.32423236,0.00306926,17139.64279,,,Mud,Spring,Otter Trawl,TRUE,,,0,96.23430962,SD,121.0261443,121.0261443,9,,,,,,,,,,
TOC,9-10,0.542259414,SD,,,1,71,71,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean,Mediterranean Sea,41.84924049,3.393947619,496.4102564,,558.1116415,0.060832432,0.044897135,215.4071572,4.11574862,0.251557761,38.47096766,4.376473004,13.32423236,0.00306926,17139.64279,,,Mud,Spring,Otter Trawl,TRUE,,,0,0.808368201,SD,0.139143831,0.139143831,3,,,,,,,,,,
Dry bulk density,9-10,0.717573222,SD,,,1,71,71,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean,Mediterranean Sea,41.84924049,3.393947619,496.4102564,,558.1116415,0.060832432,0.044897135,215.4071572,4.11574862,0.251557761,38.47096766,4.376473004,13.32423236,0.00306926,17139.64279,,,Mud,Spring,Otter Trawl,TRUE,,,0,1.049511855,SD,0.165488092,0.165488092,3,,,,,,,,,,
Excess Pb-210,9-10,27.61506276,SE,3.138075314,5.435305881,3,71,71,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean,Mediterranean Sea,41.84924049,3.393947619,496.4102564,,558.1116415,0.060832432,0.044897135,215.4071572,4.11574862,0.251557761,38.47096766,4.376473004,13.32423236,0.00306926,17139.64279,,,Mud,Spring,Otter Trawl,TRUE,,,0,27.61506276,SD,0,0,6,,,,,,,,,,
TOC,Grab sample,0.672830761,SD,0.093381134,0.093381134,6,96,96,Control,After,Experimental,Control Impact,Experimental,"Port Shelter, Hong Kong",Hong Kong,China Sea,22.23333333,114.3,20,,0,1.35931137,0.256744,229.204589,5.97704908,0.06143677,33.7911657,5.33967524,25.027177,0.09392185,1331.01001,1,,Mud,Summer,Beam trawl,TRUE,,,1,0.919706552,SD,0.051844689,0.051844689,6,,,,,,,,,,
TN,Grab sample,916.8051981,SD,69.39429294,69.39429294,6,96,96,Control,After,Experimental,Control Impact,Experimental,"Port Shelter, Hong Kong",Hong Kong,China Sea,22.23333333,114.3,20,,0,1.35931137,0.256744,229.204589,5.97704908,0.06143677,33.7911657,5.33967524,25.027177,0.09392185,1331.01001,1,,Mud,Summer,Beam trawl,TRUE,,,1,1224.378444,SD,45.71002877,45.71002877,6,,,,,,,,,,
TOC/TN,Grab sample,0.000732129,SD,4.64391E-05,4.64391E-05,6,96,96,Control,After,Experimental,Control Impact,Experimental,"Port Shelter, Hong Kong",Hong Kong,China Sea,22.23333333,114.3,20,,0,1.35931137,0.256744,229.204589,5.97704908,0.06143677,33.7911657,5.33967524,25.027177,0.09392185,1331.01001,1,,Mud,Summer,Beam trawl,TRUE,,,1,0.000752477,SD,7.04361E-05,7.04361E-05,6,,,,,,,,,,
water content,Grab sample,35.18294078,SD,1.24451802,1.24451802,2,96,96,Control,After,Experimental,Control Impact,Experimental,"Port Shelter, Hong Kong",Hong Kong,China Sea,22.23333333,114.3,20,,0,1.35931137,0.256744,229.204589,5.97704908,0.06143677,33.7911657,5.33967524,25.027177,0.09392185,1331.01001,1,,Mud,Summer,Beam trawl,TRUE,,,1,43.39328509,SD,0.954994731,0.954994731,2,,,,,,,,,,
Mud content (< 63 µm),Grab sample,63.523092,SD,5.076650096,5.076650096,2,96,96,Control,After,Experimental,Control Impact,Experimental,"Port Shelter, Hong Kong",Hong Kong,China Sea,22.23333333,114.3,20,,0,1.35931137,0.256744,229.204589,5.97704908,0.06143677,33.7911657,5.33967524,25.027177,0.09392185,1331.01001,1,,Mud,Summer,Beam trawl,TRUE,,,1,73.77947402,SD,27.55895766,27.55895766,2,,,,,,,,,,
Total phosphorus,Grab sample,553.8047117,SD,38.39943792,38.39943792,6,96,96,Control,After,Experimental,Control Impact,Experimental,"Port Shelter, Hong Kong",Hong Kong,China Sea,22.23333333,114.3,20,,0,1.35931137,0.256744,229.204589,5.97704908,0.06143677,33.7911657,5.33967524,25.027177,0.09392185,1331.01001,1,,Mud,Summer,Beam trawl,TRUE,,,1,484.811979,SD,33.22462397,33.22462397,6,,,,,,,,,,
TOC,Grab sample,0.66577075,SD,0.044299499,0.044299499,6,96,96,Control,After,Experimental,Control Impact,Experimental,"Port Shelter, Hong Kong",Hong Kong,China Sea,22.23333333,114.3,20,,0,1.35931137,0.256744,229.204589,5.97704908,0.06143677,33.7911657,5.33967524,25.027177,0.09392185,1331.01001,1,,Mud,Winter,Beam trawl,TRUE,,,1,0.820848723,SD,0.016806365,0.016806365,6,,,,,,,,,,
TN,Grab sample,753.5850415,SD,6.403362285,6.403362285,6,96,96,Control,After,Experimental,Control Impact,Experimental,"Port Shelter, Hong Kong",Hong Kong,China Sea,22.23333333,114.3,20,,0,1.35931137,0.256744,229.204589,5.97704908,0.06143677,33.7911657,5.33967524,25.027177,0.09392185,1331.01001,1,,Mud,Winter,Beam trawl,TRUE,,,1,1090.19238,SD,5.508057188,5.508057188,6,,,,,,,,,,
TOC/TN,Grab sample,0.000883253,SD,5.12798E-05,5.12798E-05,6,96,96,Control,After,Experimental,Control Impact,Experimental,"Port Shelter, Hong Kong",Hong Kong,China Sea,22.23333333,114.3,20,,0,1.35931137,0.256744,229.204589,5.97704908,0.06143677,33.7911657,5.33967524,25.027177,0.09392185,1331.01001,1,,Mud,Winter,Beam trawl,TRUE,,,1,0.000752988,SD,1.92203E-05,1.92203E-05,6,,,,,,,,,,
water content,Grab sample,36.9252836,SD,3.708562871,3.708562871,2,96,96,Control,After,Experimental,Control Impact,Experimental,"Port Shelter, Hong Kong",Hong Kong,China Sea,22.23333333,114.3,20,,0,1.35931137,0.256744,229.204589,5.97704908,0.06143677,33.7911657,5.33967524,25.027177,0.09392185,1331.01001,1,,Mud,Winter,Beam trawl,TRUE,,,1,40.64020722,SD,1.469222663,1.469222663,2,,,,,,,,,,
Mud content (< 63 µm),Grab sample,75.22961248,SD,4.226512659,4.226512659,2,96,96,Control,After,Experimental,Control Impact,Experimental,"Port Shelter, Hong Kong",Hong Kong,China Sea,22.23333333,114.3,20,,0,1.35931137,0.256744,229.204589,5.97704908,0.06143677,33.7911657,5.33967524,25.027177,0.09392185,1331.01001,1,,Mud,Winter,Beam trawl,TRUE,,,1,89.15265108,SD,0.257861592,0.257861592,2,,,,,,,,,,
Total phosphorus,Grab sample,512.6559576,SD,82.44628912,82.44628912,6,96,96,Control,After,Experimental,Control Impact,Experimental,"Port Shelter, Hong Kong",Hong Kong,China Sea,22.23333333,114.3,20,,0,1.35931137,0.256744,229.204589,5.97704908,0.06143677,33.7911657,5.33967524,25.027177,0.09392185,1331.01001,1,,Mud,Winter,Beam trawl,TRUE,,,1,624.0318719,SD,124.2847045,124.2847045,6,,,,,,,,,,
TOC,Grab sample,0.673028792,SD,0.068910331,0.068910331,6,96,96,Control,After,Experimental,Control Impact,Experimental,"Port Shelter, Hong Kong",Hong Kong,China Sea,22.23333333,114.3,20,,0,1.35931137,0.256744,229.204589,5.97704908,0.06143677,33.7911657,5.33967524,25.027177,0.09392185,1331.01001,1,,Mud,Winter,Beam trawl,TRUE,,,1,0.87094679,SD,0.01435107,0.01435107,6,,,,,,,,,,
TN,Grab sample,1047.84333,SD,60.29901406,60.29901406,6,96,96,Control,After,Experimental,Control Impact,Experimental,"Port Shelter, Hong Kong",Hong Kong,China Sea,22.23333333,114.3,20,,0,1.35931137,0.256744,229.204589,5.97704908,0.06143677,33.7911657,5.33967524,25.027177,0.09392185,1331.01001,1,,Mud,Winter,Beam trawl,TRUE,,,1,1130.52705,SD,41.10074392,41.10074392,6,,,,,,,,,,
TOC/TN,Grab sample,0.00064526,SD,0.000102896,0.000102896,6,96,96,Control,After,Experimental,Control Impact,Experimental,"Port Shelter, Hong Kong",Hong Kong,China Sea,22.23333333,114.3,20,,0,1.35931137,0.256744,229.204589,5.97704908,0.06143677,33.7911657,5.33967524,25.027177,0.09392185,1331.01001,1,,Mud,Winter,Beam trawl,TRUE,,,1,0.00077113,SD,4.07289E-05,4.07289E-05,6,,,,,,,,,,
water content,Grab sample,34.87172992,SD,0.363632609,0.363632609,2,96,96,Control,After,Experimental,Control Impact,Experimental,"Port Shelter, Hong Kong",Hong Kong,China Sea,22.23333333,114.3,20,,0,1.35931137,0.256744,229.204589,5.97704908,0.06143677,33.7911657,5.33967524,25.027177,0.09392185,1331.01001,1,,Mud,Winter,Beam trawl,TRUE,,,1,43.0816159,SD,3.452673257,3.452673257,2,,,,,,,,,,
Mud content (< 63 µm),Grab sample,71.98460717,SD,6.647994173,6.647994173,2,96,96,Control,After,Experimental,Control Impact,Experimental,"Port Shelter, Hong Kong",Hong Kong,China Sea,22.23333333,114.3,20,,0,1.35931137,0.256744,229.204589,5.97704908,0.06143677,33.7911657,5.33967524,25.027177,0.09392185,1331.01001,1,,Mud,Winter,Beam trawl,TRUE,,,1,90.36062496,SD,2.417452427,2.417452427,2,,,,,,,,,,
Total phosphorus,Grab sample,380.91323,SD,3.066671505,3.066671505,6,96,96,Control,After,Experimental,Control Impact,Experimental,"Port Shelter, Hong Kong",Hong Kong,China Sea,22.23333333,114.3,20,,0,1.35931137,0.256744,229.204589,5.97704908,0.06143677,33.7911657,5.33967524,25.027177,0.09392185,1331.01001,1,,Mud,Winter,Beam trawl,TRUE,,,1,392.9374986,SD,4.198901306,4.198901306,6,,,,,,,,,,
TOC,Grab sample,0.672399202,SD,0.068019955,0.068019955,6,96,96,Control,After,Experimental,Control Impact,Experimental,"Port Shelter, Hong Kong",Hong Kong,China Sea,22.23333333,114.3,20,,0,1.35931137,0.256744,229.204589,5.97704908,0.06143677,33.7911657,5.33967524,25.027177,0.09392185,1331.01001,1,,Mud,Summer,Beam trawl,TRUE,,,1,0.871216489,SD,0.014905189,0.014905189,6,,,,,,,,,,
TN,Grab sample,773.6007474,SD,74.01233292,74.01233292,6,96,96,Control,After,Experimental,Control Impact,Experimental,"Port Shelter, Hong Kong",Hong Kong,China Sea,22.23333333,114.3,20,,0,1.35931137,0.256744,229.204589,5.97704908,0.06143677,33.7911657,5.33967524,25.027177,0.09392185,1331.01001,1,,Mud,Summer,Beam trawl,TRUE,,,1,1087.837453,SD,38.71529746,38.71529746,6,,,,,,,,,,
TOC/TN,Grab sample,0.000877403,SD,0.00017187,0.00017187,6,96,96,Control,After,Experimental,Control Impact,Experimental,"Port Shelter, Hong Kong",Hong Kong,China Sea,22.23333333,114.3,20,,0,1.35931137,0.256744,229.204589,5.97704908,0.06143677,33.7911657,5.33967524,25.027177,0.09392185,1331.01001,1,,Mud,Summer,Beam trawl,TRUE,,,1,0.000801622,SD,4.22308E-05,4.22308E-05,6,,,,,,,,,,
water content,Grab sample,45.36718997,SD,10.06417524,10.06417524,2,96,96,Control,After,Experimental,Control Impact,Experimental,"Port Shelter, Hong Kong",Hong Kong,China Sea,22.23333333,114.3,20,,0,1.35931137,0.256744,229.204589,5.97704908,0.06143677,33.7911657,5.33967524,25.027177,0.09392185,1331.01001,1,,Mud,Summer,Beam trawl,TRUE,,,1,41.77866552,SD,0.33669686,0.33669686,2,,,,,,,,,,
Mud content (< 63 µm),Grab sample,78.99313489,SD,20.91096349,20.91096349,2,96,96,Control,After,Experimental,Control Impact,Experimental,"Port Shelter, Hong Kong",Hong Kong,China Sea,22.23333333,114.3,20,,0,1.35931137,0.256744,229.204589,5.97704908,0.06143677,33.7911657,5.33967524,25.027177,0.09392185,1331.01001,1,,Mud,Summer,Beam trawl,TRUE,,,1,84.37773545,SD,6.043631066,6.043631066,2,,,,,,,,,,
Total phosphorus,Grab sample,385.5617587,SD,33.14536203,33.14536203,6,96,96,Control,After,Experimental,Control Impact,Experimental,"Port Shelter, Hong Kong",Hong Kong,China Sea,22.23333333,114.3,20,,0,1.35931137,0.256744,229.204589,5.97704908,0.06143677,33.7911657,5.33967524,25.027177,0.09392185,1331.01001,1,,Mud,Summer,Beam trawl,TRUE,,,1,387.3727663,SD,4.300951055,4.300951055,6,,,,,,,,,,
OM (LOI),Grab sample,,,,,,100,100,Impact,Before,Experimental,Before After,Experimental,"Veraval coast, India",NW India,Western India coast,20.86522222,70.308,27.9,1,0,0.124441548,0.141796,204.1658114,0.003073054,0.35186817,36.28661502,2.138466376,26.9855613,0.00707744,6734.231932,1,,Mud,Winter,Otter Trawl,TRUE,,Hauls prior sampling,,1.330095,SD,0.387133236,0.387133236,20,1.46041,SD,0.406051106,0.406051106,20,,,,,
OM (LOI),Grab sample,,,,,,100,100,Impact,Before,Experimental,Before After,Experimental,"Veraval coast, India",NW India,Western India coast,20.86522222,70.308,27.9,1,0,0.124441548,0.141796,204.1658114,0.003073054,0.35186817,36.28661502,2.138466376,26.9855613,0.00707744,6734.231932,1,,Mud,Summer,Otter Trawl,TRUE,,Hauls prior sampling,,1.3267025,SD,0.470673087,0.470673087,40,1.42158,SD,0.433198557,0.433198557,40,,,,,
TOC,0-2,236,SD,196,196,10,111,111,Control,After,Observational,Control Impact,Comparative control impact,Sinaloa-Sonora coast,Gulf of California,Central American coast,26.56,-110.68,27.5,,,,,,,,,,,,,,,Mud,Spring,Mixed,TRUE,,,0,195,SD,133,133,28,,,,,,,,,,
Mean grain size,0-2,6,SD,3,3,10,111,111,Control,After,Observational,Control Impact,Comparative control impact,Sinaloa-Sonora coast,Gulf of California,Central American coast,26.56,-110.68,27.5,,,,,,,,,,,,,,,Mud,Spring,Mixed,TRUE,,,0,4,SD,2,2,28,,,,,,,,,,
TN,0-2,33,SD,24,24,10,111,111,Control,After,Observational,Control Impact,Comparative control impact,Sinaloa-Sonora coast,Gulf of California,Central American coast,26.56,-110.68,27.5,,,,,,,,,,,,,,,Mud,Spring,Mixed,TRUE,,,0,28,SD,15,15,28,,,,,,,,,,
TOC/TN,0-2,7,SD,1,1,10,111,111,Control,After,Observational,Control Impact,Comparative control impact,Sinaloa-Sonora coast,Gulf of California,Central American coast,26.56,-110.68,27.5,,,,,,,,,,,,,,,Mud,Spring,Mixed,TRUE,,,0,6,SD,1,1,28,,,,,,,,,,
C-13,0-2,-20,SD,1,1,10,111,111,Control,After,Observational,Control Impact,Comparative control impact,Sinaloa-Sonora coast,Gulf of California,Central American coast,26.56,-110.68,27.5,,,,,,,,,,,,,,,Mud,Spring,Mixed,TRUE,,,0,-21,SD,1,1,28,,,,,,,,,,
CaCO3,0-2,4,SD,5,5,10,111,111,Control,After,Observational,Control Impact,Comparative control impact,Sinaloa-Sonora coast,Gulf of California,Central American coast,26.56,-110.68,27.5,,,,,,,,,,,,,,,Mud,Spring,Mixed,TRUE,,,0,8,SD,11,11,28,,,,,,,,,,
N-15,0-2,9,SD,3,3,10,111,111,Control,After,Observational,Control Impact,Comparative control impact,Sinaloa-Sonora coast,Gulf of California,Central American coast,26.56,-110.68,27.5,,,,,,,,,,,,,,,Mud,Spring,Mixed,TRUE,,,0,8,SD,1,1,28,,,,,,,,,,
Chl-a,0-0.3,10.19666667,SD,6.773184874,6.773184874,30,115,115,Control,After,Observational,Control Impact,Comparative control impact,South Evvoikos Gulf,Aegean Sea,Mediterranean Sea,38.21838429,24.00967986,56.71428571,,0,0.077434283,0.013057814,238.7544266,0.009430906,0.100908956,38.51865886,5.827090101,17.64594116,0.001381967,7487.938444,,,Mud,Spring,Mixed,TRUE,,,0,,SD,8.877579161,8.877579161,34,,,,,,,,,,
Phaeopigments,0-0.3,19.75333333,SD,10.87161595,10.87161595,30,115,115,Control,After,Observational,Control Impact,Comparative control impact,South Evvoikos Gulf,Aegean Sea,Mediterranean Sea,38.21838429,24.00967986,56.71428571,,0,0.077434283,0.013057814,238.7544266,0.009430906,0.100908956,38.51865886,5.827090101,17.64594116,0.001381967,7487.938444,,,Mud,Spring,Mixed,TRUE,,,0,,SD,13.3319574,13.3319574,34,,,,,,,,,,
Phytopigments,0-0.3,90.6593,SD,45.21269486,45.21269486,30,115,115,Control,After,Observational,Control Impact,Comparative control impact,South Evvoikos Gulf,Aegean Sea,Mediterranean Sea,38.21838429,24.00967986,56.71428571,,0,0.077434283,0.013057814,238.7544266,0.009430906,0.100908956,38.51865886,5.827090101,17.64594116,0.001381967,7487.938444,,,Mud,Spring,Mixed,TRUE,,,0,,SD,73.75036295,73.75036295,34,,,,,,,,,,
TOC,Grab sample,4.119333333,SD,0.795949957,0.795949957,30,115,115,Control,After,Observational,Control Impact,Comparative control impact,South Evvoikos Gulf,Aegean Sea,Mediterranean Sea,38.21838429,24.00967986,56.71428571,,0,0.077434283,0.013057814,238.7544266,0.009430906,0.100908956,38.51865886,5.827090101,17.64594116,0.001381967,7487.938444,,,Mud,Spring,Mixed,TRUE,,,0,9.557647059,SD,2.026938274,2.026938274,34,,,,,,,,,,
Sand,Grab sample,78.29333333,SD,7.304672021,7.304672021,30,115,115,Control,After,Observational,Control Impact,Comparative control impact,South Evvoikos Gulf,Aegean Sea,Mediterranean Sea,38.21838429,24.00967986,56.71428571,,0,0.077434283,0.013057814,238.7544266,0.009430906,0.100908956,38.51865886,5.827090101,17.64594116,0.001381967,7487.938444,,,Mud,Spring,Mixed,TRUE,,,0,26.23863636,SD,43.84078887,43.84078887,44,,,,,,,,,,
Mud content (< 63 µm),Grab sample,27.44083333,SD,6.536443031,6.536443031,24,115,115,Control,After,Observational,Control Impact,Comparative control impact,South Evvoikos Gulf,Aegean Sea,Mediterranean Sea,38.21838429,24.00967986,56.71428571,,0,0.077434283,0.013057814,238.7544266,0.009430906,0.100908956,38.51865886,5.827090101,17.64594116,0.001381967,7487.938444,,,Mud,Spring,Mixed,TRUE,,,0,96.49666667,SD,1.763245114,1.763245114,30,,,,,,,,,,
TOC,0-1,0.5031,SD,0.05223617,0.05223617,5,121,121,Control,After,Observational,Control Impact,Comparative control impact,Ebro Delta,W Mediterranean,Mediterranean Sea,40.41435,0.70105,47,,247.669998,0.29499601,0.04066,247.757812,0.24949018,0.08212407,38.1379094,2.07068323,15.0721046,0.0112728,19191.6992,,,Mud,Winter,Otter Trawl,TRUE,,,0,0.65453,SD,0.014047135,0.014047135,5,,,,,,,,,,
TOC/TN,0-1,4.95,SD,0.3,0.3,5,121,121,Control,After,Observational,Control Impact,Comparative control impact,Ebro Delta,W Mediterranean,Mediterranean Sea,40.41435,0.70105,47,,247.669998,0.29499601,0.04066,247.757812,0.24949018,0.08212407,38.1379094,2.07068323,15.0721046,0.0112728,19191.6992,,,Mud,Winter,Otter Trawl,TRUE,,,0,7.15,SD,1.15,1.15,5,,,,,,,,,,
